iata,name,country,latitude,longitude
OKD,Sapporo Okadama Airport,JP,43.117447,141.381340
OKE,Okinoerabu Airport,JP,27.431604,128.705564
OKI,Oki Global Geopark Airport,JP,36.178388,133.323566
OKJ,Okayama Momotaro Airport,JP,34.756901,133.854996
OKL,Oksibil Airport,ID,-4.907100,140.627700
OKR,Yorke Island Airport,AU,-9.752801,143.405673
OKY,Oakey Army Aviation Centre,AU,-27.409262,151.736727
OLA,Ørland Airport,NO,63.698898,9.604000
OLB,Olbia Costa Smeralda Airport,IT,40.898953,9.518457
OLF,L M Clayton Airport,US,48.094501,-105.574997
OLH,Old Harbor Airport,US,57.218102,-153.270004
OLJ,North West Santo Airport,VU,-14.881700,166.557999
OLM,Olympia Regional Airport,US,46.969399,-122.903000
OLP,Olympic Dam Airport,AU,-30.483861,136.876699
OLZ,Olyokminsk Airport,RU,60.401833,120.476094
OMA,Eppley Airfield,US,41.303200,-95.894096
OMD,Oranjemund Airport,NA,-28.585318,16.446380
OME,Nome Airport,US,64.512199,-165.445007
OMH,Urmia Airport,IR,37.668098,45.068699
OMN,Zomin Airport,UZ,40.014020,68.411030
OMO,Mostar International Airport,BA,43.282489,17.846101
OMR,Oradea International Airport,RO,47.025299,21.902500
OMS,Omsk Central Airport,RU,54.963124,73.312418
OND,Ondangwa Airport,NA,-17.878201,15.952600
ONG,Mornington Island Airport,AU,-16.662500,139.177994
ONJ,Odate Noshiro Airport,JP,40.191898,140.371002
ONQ,Zonguldak Çaycuma Airport,TR,41.506401,32.088600
ONT,Ontario International Airport,US,34.056000,-117.600998
ONX,Enrique Adolfo Jimenez Airport,PA,9.356640,-79.867401
OOK,Toksook Bay Airport,US,60.541401,-165.087006
OOL,Gold Coast Airport,AU,-28.165962,153.506641
OOM,Cooma Snowy Mountains Airport,AU,-36.300445,148.972408
OPF,Miami-Opa Locka Executive Airport,US,25.907000,-80.278397
OPO,Francisco de Sá Carneiro Airport,PT,41.248100,-8.681390
OPP,Salinópolis Airport,BR,-0.696111,-47.336111
OPS,Presidente João Batista Figueiredo Airport,BR,-11.885001,-55.586109
OPU,Balimo Airport,PG,-8.050000,142.932999
ORB,Örebro Airport,SE,59.223701,15.038000
ORD,Chicago O'Hare International Airport,US,41.978600,-87.904800
ORF,Norfolk International Airport,US,36.895341,-76.201000
ORG,Zorg en Hoop Airport,SR,5.811211,-55.192299
ORH,Worcester Regional Airport,US,42.267300,-71.875702
ORI,Port Lions Airport,US,57.884905,-152.847719
ORK,Cork International Airport,IE,51.841301,-8.491110
ORN,Oran Es-Sénia (Ahmed Ben Bella) International Airport,DZ,35.620648,-0.622486
ORT,Northway Airport,US,62.961300,-141.929001
ORU,Juan Mendoza International Airport,BO,-17.956151,-67.075829
ORV,Robert (Bob) Curtis Memorial Airport,US,66.817902,-161.018997
ORY,Paris-Orly Airport,FR,48.729499,2.358963
ORZ,H.E Alfredo Martinez (Tower Hill) Airstrip,BZ,18.046767,-88.583858
OSD,Åre Östersund Airport,SE,63.193546,14.504168
OSI,Osijek Airport,HR,45.462355,18.811278
OSL,Oslo-Gardermoen International Airport,NO,60.193901,11.100400
OSR,Leoš Janáček Airport Ostrava,CZ,49.696301,18.111099
OSS,Osh International Airport,KG,40.609001,72.793297
OST,Ostend-Bruges International Airport,BE,51.199800,2.874673
OSW,Orsk Airport,RU,51.072498,58.595600
OSY,Namsos Airport,NO,64.472198,11.578600
OTD,Raul Arias Espinoza Airport,PA,8.628760,-79.034698
OTH,Southwest Oregon Regional Airport,US,43.417099,-124.246002
OTP,Bucharest Henri Coandă International Airport,RO,44.571792,26.103285
OTS,Anacortes Airport,US,48.498513,-122.662513
OTZ,Ralph Wien Memorial Airport,US,66.884697,-162.598999
OUA,Ouagadougou Thomas Sankara International Airport,BF,12.353200,-1.512420
OUD,Oujda Angads Airport,MA,34.789558,-1.926041
OUI,Ouessant Airport,FR,48.463200,-5.063580
OUL,Oulu Airport,FI,64.930099,25.354601
OUZ,Tazadit Airport,MR,22.757345,-12.482228
OVB,Novosibirsk Tolmachevo Airport,RU,55.019756,82.618675
OVD,Asturias Airport,ES,43.563599,-6.034620
OVS,Sovetskiy Airport,RU,61.326622,63.601913
OWB,Owensboro Daviess County Airport,US,37.740101,-87.166801
OXB,Osvaldo Vieira International Airport,GW,11.894262,-15.653596
OYE,Oyem Airport,GA,1.543110,11.581400
OZC,Labo Airport,PH,8.178510,123.842003
OZG,Zagora Airport,MA,30.265788,-5.860808
OZZ,Ouarzazate International Airport,MA,30.939100,-6.909430
PAB,Bilaspur Airport,IN,21.988400,82.111000
PAC,Marcos A. Gelabert International Airport,PA,8.973340,-79.555603
PAD,Paderborn Lippstadt Airport,DE,51.612527,8.617459
PAE,Seattle Paine Field International Airport,US,47.906300,-122.281998
PAG,Pagadian Airport,PH,7.825632,123.459635
PAH,Barkley Regional Airport,US,37.060799,-88.773804
PAP,Toussaint Louverture International Airport,HT,18.580023,-72.292596
PAS,Paros National Airport,GR,37.020495,25.113195
PAT,Jay Prakash Narayan Airport,IN,25.591299,85.087997
PAV,Paulo Afonso Airport,BR,-9.400880,-38.250599
PAZ,El Tajín National Airport,MX,20.602699,-97.460800
PBC,Hermanos Serdán International Airport,MX,19.158465,-98.371582
PBD,Porbandar Airport,IN,21.649524,69.656405
PBG,Plattsburgh International Airport,US,44.650902,-73.468102
PBH,Paro International Airport,BT,27.403200,89.424599
PBJ,Tavie Airport,VU,-16.431955,168.235511
PBM,Johan Adolf Pengel International Airport,SR,5.452830,-55.187801
PBO,Paraburdoo Airport,AU,-23.171101,117.745003
PBR,Puerto Barrios Airport,GT,15.730900,-88.583801
PBU,Putao Airport,MM,27.329901,97.426300
PCL,Cap FAP David Abenzur Rengifo International Airport,PE,-8.378064,-74.574495
PCN,Picton Aerodrome,NZ,-41.346100,173.955994
PCP,Principe Airport,ST,1.661155,7.411081
PCR,German Olano Airport,CO,6.184720,-67.493200
PDA,Obando Cesar Gaviria Trujillo Airport,CO,3.853530,-67.906200
PDB,Pedro Bay Airport,US,59.796925,-154.129994
PDG,Minangkabau International Airport,ID,-0.785964,100.280384
PDK,DeKalb Peachtree Airport,US,33.876330,-84.302130
PDL,João Paulo II Airport,PT,37.741199,-25.697901
PDM,Capt. J. Montenegro Airport,PA,7.534801,-80.043347
PDO,Pendopo Airport,ID,-3.286070,103.879997
PDP,Capitan Corbeta CA Curbelo International Airport,UY,-34.855099,-55.094299
PDS,Piedras Negras International Airport,MX,28.627873,-100.535240
PDT,Eastern Oregon Regional Airport at Pendleton,US,45.695099,-118.841003
PDV,Plovdiv International Airport,BG,42.067799,24.850800
PDX,Portland International Airport,US,45.588699,-122.598000
PEC,Pelican Seaplane Base,US,57.955200,-136.235992
PED,Pardubice Airport,CZ,50.015049,15.739810
PEE,Perm International Airport,RU,57.914501,56.021198
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,IT,43.095901,12.513200
PEI,Matecaña International Airport,CO,4.812670,-75.739500
PEK,Beijing Capital International Airport,CN,40.077349,116.596702
PEM,Padre Aldamiz International Airport,PE,-12.613600,-69.228600
PEN,Penang International Airport,MY,5.296303,100.276185
PER,Perth International Airport,AU,-31.940300,115.967003
PES,Petrozavodsk Airport,RU,61.885201,34.154701
PET,João Simões Lopes Neto International Airport,BR,-31.717189,-52.327796
PEU,Puerto Lempira Airport,HN,15.262200,-83.781197
PEV,Pécs-Pogány International Airport,HU,45.988891,18.242044
PEW,Bacha Khan International Airport,PK,33.993900,71.514603
PEX,Pechora Airport,RU,65.121101,57.130798
PEZ,Penza Airport,RU,53.110600,45.021099
PFB,Lauro Kurtz Airport,BR,-28.243976,-52.327770
PFO,Paphos International Airport,CY,34.717999,32.485699
PFQ,Parsabad-Moghan Airport,IR,39.603600,47.881500
PFR,Ilebo Airport,CD,-4.329919,20.590124
PGA,Page Municipal Airport,US,36.924234,-111.447716
PGD,Punta Gorda Airport,US,26.920200,-81.990501
PGF,Perpignan-Rivesaltes (Llabanère) Airport,FR,42.740398,2.870670
PGH,Pantnagar Airport,IN,29.033400,79.473701
PGK,Depati Amir Airport,ID,-2.162200,106.139000
PGM,Port Graham Airport,US,59.348355,-151.830025
PGU,Persian Gulf International Airport,IR,27.379601,52.737701
PGV,Pitt-Greenville Airport,US,35.635535,-77.384262
PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,BR,-25.184476,-50.143822
PHB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,BR,-2.893750,-41.731998
PHC,Port Harcourt International Airport,NG,5.015490,6.949590
PHE,Port Hedland International Airport,AU,-20.382787,118.629789
PHF,Newport News Williamsburg International Airport,US,37.131901,-76.492996
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,NG,4.846111,7.021389
PHH,Pokhara International Airport,NP,28.183800,84.014700
PHL,Philadelphia International Airport,US,39.871899,-75.241096
PHO,Point Hope Airport,US,68.348801,-166.798996
PHS,Phitsanulok Airport,TH,16.782900,100.278999
PHW,Hendrik Van Eck Airport,ZA,-23.937201,31.155399
PHX,Phoenix Sky Harbor International Airport,US,33.435302,-112.005905
PHY,Phetchabun Airport,TH,16.676001,101.195000
PIA,General Wayne A. Downing Peoria International Airport,US,40.663841,-89.692631
PIB,Hattiesburg Laurel Regional Airport,US,31.467100,-89.337097
PIE,St. Petersburg Clearwater International Airport,US,27.910200,-82.687401
PIH,Pocatello Regional Airport,US,42.909801,-112.596001
PIK,Glasgow Prestwick Airport,GB,55.501499,-4.577182
PIP,Pilot Point Airport,US,57.580399,-157.572006
PIR,Pierre Regional Airport,US,44.382702,-100.286003
PIS,Poitiers-Biard Airport,FR,46.587700,0.306666
PIT,Pittsburgh International Airport,US,40.491501,-80.232903
PIU,PAF Captain Guillermo Concha Iberico International Airport,PE,-5.205750,-80.616402
PIX,Pico Airport,PT,38.554298,-28.441299
PIZ,Point Lay LRRS Airport,US,69.732903,-163.005005
PJA,Pajala Airport,SE,67.244569,23.074894
PJM,Puerto Jimenez Airport,CR,8.533330,-83.300003
PKA,Napaskiak Airport,US,60.702900,-161.778000
PKB,Mid Ohio Valley Regional Airport,US,39.345100,-81.439201
PKC,Yelizovo Airport,RU,53.168716,158.451068
PKE,Parkes Airport,AU,-33.131401,148.238998
PKG,Pulau Pangkor Airport,MY,4.244720,100.553001
PKN,Iskandar Airport,ID,-2.705200,111.672997
PKP,Puka Puka Airport,PF,-14.809550,-138.812621
PKR,Pokhara Domestic Airport,NP,28.200621,83.981203
PKU,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,ID,0.458647,101.444321
PKV,Princess Olga Pskov International Airport,RU,57.781316,28.393840
PKX,Beijing Daxing International Airport,CN,39.501289,116.413967
PKY,Tjilik Riwut Airport,ID,-2.227146,113.943388
PKZ,Pakse International Airport,LA,15.133973,105.779871
PLJ,Placencia Airport,BZ,16.536957,-88.361511
PLM,Sultan Mahmud Badaruddin II Airport,ID,-2.897653,104.698147
PLN,Pellston Regional Airport of Emmet County Airport,US,45.570900,-84.796700
PLO,Port Lincoln Airport,AU,-34.605301,135.880005
PLQ,Palanga International Airport,LT,55.973202,21.093901
PLS,Providenciales International Airport,TC,21.773697,-72.268321
PLW,Mutiara - SIS Al-Jufrie Airport,ID,-0.916462,119.908647
PLX,Semei International Airport,KZ,50.351295,80.234398
PLZ,Chief Dawid Stuurman International Airport,ZA,-33.989715,25.617353
PMC,El Tepual International Airport,CL,-41.443093,-73.094065
PMF,Parma Airport,IT,44.826351,10.297050
PMG,Ponta Porã Airport,BR,-22.549601,-55.702599
PMI,Palma de Mallorca Airport,ES,39.551701,2.738810
PMK,Palm Island Airport,AU,-18.755301,146.580994
PMO,Falcone–Borsellino Airport,IT,38.175999,13.091000
PMQ,Perito Moreno Jalil Hamer Airport,AR,-46.537899,-70.978699
PMR,Palmerston North Airport,NZ,-40.320599,175.617004
PMV,Del Caribe Santiago Mariño International Airport,VE,10.912603,-63.966599
PMW,Brigadeiro Lysias Rodrigues Airport,BR,-10.291500,-48.356998
PMY,El Tehuelche Airport,AR,-42.759200,-65.102700
PNA,Pamplona Airport,ES,42.770000,-1.646330
PND,Punta Gorda Airport,BZ,16.102400,-88.808296
PNI,Pohnpei International Airport,FM,6.985082,158.209920
PNK,Supadio International Airport,ID,-0.152258,109.404493
PNL,Pantelleria Airport,IT,36.816502,11.968900
PNP,Girua Airport,PG,-8.804540,148.309006
PNQ,Pune International Airport,IN,18.582100,73.919701
PNR,Antonio Agostinho-Neto International Airport,CG,-4.816030,11.886600
PNS,Pensacola International Airport,US,30.472718,-87.186639
PNT,Lieutenant Julio Gallardo Airport,CL,-51.670670,-72.529078
PNY,Pondicherry Airport,IN,11.968000,79.812000
PNZ,Senador Nilo Coelho Airport,BR,-9.362422,-40.569098
POA,Porto Alegre-Salgado Filho International Airport,BR,-29.993984,-51.167482
POG,Port Gentil International Airport,GA,-0.711739,8.754380
POL,Pemba Airport,MZ,-12.993302,40.524867
POM,Port Moresby Jacksons International Airport,PG,-9.443380,147.220001
POP,Gregorio Luperon International Airport,DO,19.757900,-70.570000
POR,Pori Airport,FI,61.461700,21.799999
POS,Piarco International Airport,TT,10.595350,-61.337568
POZ,Poznań-Ławica Airport,PL,52.421598,16.823359
PPB,Presidente Prudente Airport,BR,-22.175100,-51.424599
PPE,Mar de Cortés International Airport,MX,31.351987,-113.305177
PPG,Pago Pago International Airport,AS,-14.331000,-170.710007
PPK,Petropavl International Airport,KZ,54.775622,69.187415
PPN,Guillermo León Valencia Airport,CO,2.454359,-76.609253
PPP,Proserpine Whitsunday Coast Airport,AU,-20.494416,148.553583
PPS,Puerto Princesa International Airport / PAF Antonio Bautista Air Base,PH,9.742044,118.759110
PPT,Fa'a'ā International Airport,PF,-17.553472,-149.606936
PPV,Port Protection Seaplane Base,US,56.328800,-133.610001
PPW,Papa Westray Airport,GB,59.351012,-2.900353
PQC,Phú Quốc International Airport,VN,10.169783,103.993530
PQI,Presque Isle International Airport,US,46.688999,-68.044800
PQQ,Port Macquarie Airport,AU,-31.435801,152.863007
PQS,Pilot Station Airport,US,61.961690,-162.941944
PQT,Qeqertaq Heliport,GL,69.995861,-51.300917
PRA,General Urquiza Airport,AR,-31.794800,-60.480400
PRC,Prescott Regional Airport - Ernest A. Love Field,US,34.653502,-112.419883
PRG,Václav Havel Airport Prague,CZ,50.100874,14.259911
PRI,Praslin Island Airport,SC,-4.319256,55.691561
PRM,Portimão Airport,PT,37.149300,-8.583960
PRN,Priština Adem Jashari International Airport,XK,42.572800,21.035801
PSA,Pisa International Airport,IT,43.683899,10.392700
PSC,Tri Cities Airport,US,46.264702,-119.119003
PSD,Port Said International Airport,EG,31.279285,32.240582
PSE,Mercedita International Airport,PR,18.008301,-66.563004
PSG,Petersburg James A Johnson Airport,US,56.801701,-132.945007
PSM,Portsmouth International Airport at Pease,US,43.077900,-70.823303
PSO,Antonio Nariño Airport,CO,1.396722,-77.290930
PSP,Palm Springs International Airport,US,33.829700,-116.507004
PSR,Abruzzo Airport,IT,42.431079,14.182981
PSS,Libertador Gral D Jose De San Martin Airport,AR,-27.385800,-55.970700
PSU,Pangsuma Airport,ID,0.834579,112.940217
PSY,Port Stanley Airport,FK,-51.685699,-57.777599
PSZ,Capitán Av. Salvador Ogaya G. airport,BO,-18.975301,-57.820599
PTA,Port Alsworth Airport,US,60.201681,-154.325863
PTD,Port Alexander Seaplane Base,US,56.246799,-134.647995
PTF,Malolo Lailai Island Airport,FJ,-17.778448,177.196996
PTG,Polokwane International Airport,ZA,-23.845269,29.458615
PTH,Port Heiden Airport,US,56.957893,-158.630219
PTJ,Portland Airport,AU,-38.318100,141.470993
PTO,Juvenal Loureiro Cardoso Airport,BR,-26.217184,-52.694463
PTP,Maryse Condé International Airport,GP,16.265443,-61.532754
PTU,Platinum Airport,US,59.017675,-161.827927
PTY,Tocumen International Airport,PA,9.071360,-79.383499
PUB,Pueblo Memorial Airport,US,38.289101,-104.497002
PUD,Puerto Deseado Airport,AR,-47.735300,-65.904100
PUF,Pau Pyrénées Airport,FR,43.380001,-0.418611
PUG,Port Augusta Airport,AU,-32.506901,137.716995
PUJ,Punta Cana International Airport,DO,18.567093,-68.364558
PUQ,President Carlos Ibáñez International Airport,CL,-53.002602,-70.854599
PUR,Puerto Rico Airport,BO,-11.107663,-67.551155
PUS,Gimhae International Airport,KR,35.179501,128.938004
PUU,Tres De Mayo Airport,CO,0.505228,-76.500800
PUW,Pullman-Moscow Regional Airport,US,46.741601,-117.111630
PUY,Pula Airport,HR,44.893501,13.922200
PUZ,Puerto Cabezas Airport,NI,14.047200,-83.386703
PVA,El Embrujo Airport,CO,13.357461,-81.357977
PVD,Rhode Island T. F. Green International Airport,US,41.725038,-71.425668
PVG,Shanghai Pudong International Airport,CN,31.143400,121.805000
PVH,Governador Jorge Teixeira de Oliveira International Airport,BR,-8.708491,-63.902338
PVK,Aktion National Airport,GR,38.925499,20.765301
PVR,Puerto Vallarta International Airport,MX,20.679913,-105.254391
PVU,Provo Municipal Airport,US,40.218894,-111.722445
PWE,Pevek Airport,RU,69.783302,170.597000
PWM,Portland International Jetport,US,43.646198,-70.309303
PWQ,Pavlodar International Airport,KZ,52.194982,77.073088
PXH,Prominent Hill Airport,AU,-29.716000,135.524400
PXM,Puerto Escondido International Airport,MX,15.876808,-97.089100
PXO,Porto Santo Airport,PT,33.073399,-16.350000
PXR,Surin Airport,TH,14.868300,103.498001
PXU,Pleiku Airport,VN,14.004500,108.016998
PYJ,Polyarny Airport,RU,66.400398,112.029999
PYK,Payam International Airport,IR,35.776100,50.826698
PYT,Pedro Rabelo de Souza Airport,BR,-17.242599,-46.883099
PZB,Pietermaritzburg Airport,ZA,-29.649000,30.398701
PZE,Penzance Heliport,GB,50.130376,-5.513946
PZH,Zhob Airport,PK,31.358400,69.463600
PZI,Panzhihua Bao'anying Airport,CN,26.540000,101.798520
PZO,General Manuel Carlos Piar International Airport,VE,8.288530,-62.760399
PZU,Port Sudan New International Airport,SD,19.434558,37.234125
QBC,Bella Coola Airport,CA,52.387501,-126.596001
QCU,Akunnaaq Heliport,GL,68.744273,-52.340369
QFG,Eqalugaarsuit Heliport,GL,60.619720,-45.914062
QFI,Iginniarfik Heliport,GL,68.145830,-53.169160
QFN,Narsarmijit Heliport,GL,60.004694,-44.656935
QFX,Igaliku Heliport,GL,60.992290,-45.431428
QGQ,Attu Heliport,GL,67.940663,-53.621870
QJE,Kitsissuarsuit Heliport,GL,68.857926,-53.123295
QJH,Qassimiut Heliport,GL,60.780959,-47.156249
QJI,Ikamiut Heliport,GL,68.634253,-51.832262
QOQ,Saarloq Heliport,GL,60.537778,-46.024722
QOW,Sam Mbakwe International Cargo Airport,NG,5.427060,7.206030
QPW,Kangaatsiaq Heliport,GL,68.312657,-53.460208
QRO,Querétaro Intercontinental Airport,MX,20.618779,-100.186449
QRW,Warri Airport,NG,5.598210,5.818700
QRY,Ikerassaarsuk Heliport,GL,68.140881,-53.441459
QSF,Ain Arnat Airport,DZ,36.178488,5.329909
QSR,Salerno Costa d'Amalfi Airport,IT,40.620399,14.911300
QSZ,Shache Airport,CN,38.245420,77.056149
QUO,Akwa Ibom International Airport,NG,4.872500,8.093000
QUV,Aappilattoq Heliport,GL,60.148357,-44.286916
QUW,Ammassivik Heliport,GL,60.597376,-45.382445
RAB,Tokua Airport,PG,-4.340460,152.380005
RAE,Arar Domestic Airport,SA,30.906601,41.138199
RAH,Rafha Domestic Airport,SA,29.626400,43.490601
RAI,Nelson Mandela International Airport,CV,14.941126,-23.484728
RAK,Marrakesh Menara Airport,MA,31.604807,-8.035788
RAM,Ramingining Airport,AU,-12.356400,134.897995
RAO,Leite Lopes Airport,BR,-21.134314,-47.774053
RAP,Rapid City Regional Airport,US,44.045300,-103.056999
RAR,Rarotonga International Airport,CK,-21.202700,-159.806000
RAS,Sardar-e-Jangal Airport,IR,37.323333,49.617778
RBA,Rabat-Salé Airport,MA,34.051498,-6.751520
RBB,Borba Airport,BR,-4.406340,-59.602402
RBQ,Rurrenabaque Airport,BO,-14.427900,-67.496803
RBR,Rio Branco-Plácido de Castro International Airport,BR,-9.869031,-67.893984
